query,prod_nm,prod_mid,profit,ctr,profit_rank
SIM,美國網卡｜T-Mobile 吃到飽上網電話卡（不包含關島、塞班島）｜台灣寄送、桃園機場領取,37386,7,50.0,5
SIM,日本SIM卡｜桃園機場領取｜每日、總量、無限流量吃到飽｜優惠7折,19991,4,37.5,6
SIM,北美三國／美國網卡｜T-Mobile 美國、加拿大、墨西哥三國通用／美國專用 上網卡｜台港澳寄送、台灣機場領取,8217,4,33.33,7
SIM,【50% OFF】日本 eSIM｜Docomo / KDDI / SoftBank / Rakuten｜支援ChatGPT 及 Gemini,137689,3,0.0,8
SIM,5折| 越南旅遊 eSIM - 無限流量及每日 5GB 流量套餐 | Viettel & Vinaphone | 限時優惠,579155,3,100.0,9
SIM,【優惠5折】日本網卡｜吃到飽、每日高速流量方案｜台灣寄送,143825,2,21.43,10
SIM卡,KDDI 5G 高速原生日本eSIM｜支援ChatGPT,243815,18,0.0,1
SIM卡,【買一送一】日本SIM卡｜台灣寄送｜每日/吃到飽方案｜Softbank電信原生資源,158340,6,23.08,2
SIM卡,【優惠7折】日本SIM卡｜台灣、香港寄送｜每日、總量、無限流量吃到飽,126982,3,44.0,3
SK,釜山通行證 VISIT BUSAN PASS,138477,29,0.0,1
SK,韓國釜山｜海雲台藍線公園海岸列車・天空膠囊列車票,123012,5,0.0,2
SK,【20% OFF｜贈送大創優惠券】韓國eSIMㅣSK Telecom 4G/LTE 高速數據無限流量+免費贈送通話+T-money,132542,3,0.0,3
SK,【特別活動】韓國網卡｜SK電信 4G 高速吃到飽 eSIM,133154,3,25.0,4
Shibuya,成田特快N'EX來回車票｜成田機場 (NRT) 往返東京、新宿、橫濱,529712,15,9.09,1
Shibuya,卡丁車體驗 澀谷 東京鐵塔 六本木等[東京],161827,12,16.67,2
Shibuya,澀谷SHIBUYA SKY展望台門票,133300,9,91.86,3
Sim,【超人氣熱銷 50% OFF】中港澳5G/4G eSIM｜每日流量/總量/無限流量 eSIM｜免翻牆使用｜支援ChatGPT,135627,24,3.83,1
Sim,【優惠7折】日本SIM卡｜台灣、香港寄送｜每日、總量、無限流量吃到飽,126982,17,37.31,2
Sim,KDDI 5G 高速原生日本eSIM｜支援ChatGPT,243815,16,5.03,3
Sim,【優惠5折】日本網卡｜每日高速流量型 / 總量型 eSIM,144030,13,5.95,4
Sim,【優惠5折】日本網卡｜吃到飽、每日高速流量方案｜台灣寄送,143825,7,23.33,5
Sim,【指定商品6折】日本SIM卡即訂即取｜吃到飽/每日/總量方案｜台灣速寄・桃園機場・7-ELEVEN 超快取,155237,7,12.5,6
Sim,北美三國／美國網卡｜T-Mobile 美國、加拿大、墨西哥三國通用／美國專用 上網卡｜台港澳寄送、台灣機場領取,8217,7,37.5,7
Sim,【50% OFF】日本 eSIM 無限流量 Rakuten / KDDI / Docomo,121004,5,8.05,8
Sim,【買一送一】日本SIM卡｜台灣寄送｜每日/吃到飽方案｜Softbank電信原生資源,158340,5,29.27,9
Sim,【買一送一】韓國SIM卡｜台灣寄送｜每日/不限流量吃到飽方案｜SK Telecom電信,248113,5,14.29,10
Sim卡,KDDI 5G 高速原生日本eSIM｜支援ChatGPT,243815,9,3.53,1
Sim卡,【50% OFF】韓國 eSIM 全韓國通用｜5G/4G無限流量｜KT SKT 支援保證穩定｜支援ChatGPT,138273,7,3.16,2
Sim卡,【優惠5折】日本網卡｜吃到飽、每日高速流量方案｜台灣寄送,143825,6,26.92,3
Sim卡,【50% OFF】日本 eSIM 無限流量 Rakuten / KDDI / Docomo,121004,5,6.76,4
Sim卡,【超人氣熱銷 50% OFF】中港澳5G/4G eSIM｜每日流量/總量/無限流量 eSIM｜免翻牆使用｜支援ChatGPT,135627,3,4.55,5
Sim卡,歐洲網卡｜歐洲通用Orange 上網+通話eSIM,146176,3,0.0,6
Sim卡,【20% OFF｜贈送大創優惠券】韓國網卡 | SKT原生無限4G LTE數據+可通話SIM卡 x WOWPASS 或 T-Money | 桃園機場領取,266821,3,16.67,7
Sim卡,【優惠7折】日本SIM卡｜台灣、香港寄送｜每日、總量、無限流量吃到飽,126982,2,38.3,8
Sim卡,【50% OFF】日本 eSIM｜SoftBank 5G 高速無限流量｜日本原生網路支援 ChatGPT 及 Gemini,149025,1,4.23,9
Sim卡,【優惠5折】日本網卡｜每日高速流量型 / 總量型 eSIM,144030,1,10.91,10
Singtel,【50% OFF】新加坡 eSIM｜Singtel,121061,2,28.89,1
Singtel,新加坡 eSIM｜Singtel 5G+ 增強旅遊 eSIM（需 eKYC）,160977,2,31.58,2
Singtel,Singtel 新加坡 SIM 卡｜5G/4G 網路 + 通話｜可選二合一 EZ-Link｜機場和市區取件,128881,2,31.25,3
Skt,【5折】韓國 eSIM 卡｜每日、總量、吃到飽不降速方案 ｜SKT電信｜部分商品含韓國當地號碼、均支援ChatGPT,268527,8,19.35,1
Skt,【50% OFF】韓國 eSIM 全韓國通用｜5G/4G無限流量｜KT SKT 支援保證穩定｜支援ChatGPT,138273,3,54.9,2
Skt,【50% OFF】韓國 eSIM｜全韓雙電信覆蓋 高速上網｜支援全部 AI 應用 (ChatGPT/Gemini/Claude等),140215,1,15.0,3
Skyline,【機場市區交通】京成 Skyliner（單程）,7913,249,75.96,1
Skyline,2026 夏日限定｜福隆海邊電影院 Skyline Film｜逃離台北的那一晚 × 星空電影 × 沙灘夜晚體驗｜台北出發接駁套票,580938,101,13.48,2
Skyline,紐西蘭皇后鎮天空纜車門票＆滑車體驗,22450,18,15.56,3
Skyline,釜山斜坡滑車門票,152412,13,18.75,4
Softbank,【50% OFF】日本 eSIM｜SoftBank 5G 高速無限流量｜日本原生網路支援 ChatGPT 及 Gemini,149025,28,42.86,1
Softbank,【買一送一】日本SIM卡｜台灣寄送｜每日/吃到飽方案｜Softbank電信原生資源,158340,17,20.45,2
Softbank,【8折起】日本eSIM卡⎟無限流量不降速 Softbank原生電信資源 / KDDI 漫遊資源,146851,6,29.41,3
Softbank,【50% OFF】日本 eSIM｜Docomo / KDDI / SoftBank / Rakuten｜支援ChatGPT 及 Gemini,137689,3,41.38,4
Softbank,【55元起 飛速5G超快感】日本eSIM雙網吃到飽網卡｜IG限動超順｜KDDI+softbank｜即買即用｜kkday獨家1-100天,154783,1,14.52,5
Softbank,日本SIM卡｜台灣寄送/桃園機場領取	｜DOCOMO / Softbank 漫遊雙電信 吃到飽 / 每日 / 總量方案,140102,1,6.67,6
T money,【韓國自由行必備】T-money Card 交通卡(桃園機場取件),18161,41,40.0,1
T money,【20% OFF｜贈送大創優惠券】韓國網卡 | SKT原生無限4G LTE數據+可通話SIM卡 x WOWPASS 或 T-Money | 桃園機場領取,266821,6,1.83,2
T money,【20% OFF｜贈送大創優惠券】韓國eSIMㅣSK Telecom 4G/LTE 高速數據無限流量+免費贈送通話+T-money,132542,4,7.47,3
T money,【30% OFF｜贈送T-money】韓國eSIM | 韓國原生KT 4G/LTE無限流量eSIM+010電話號碼 | 韓國機場領取,535880,3,17.46,4
T money,【30% OFF｜贈送T-money】韓國網卡｜韓國原生KT 4G/LTE無限流量SIM卡+010電話號碼｜韓國機場領取,10332,2,7.5,5
T money,【韓國】WOWPASS｜具備換匯、付款、T-money交通卡功能的消費卡,149562,1,19.14,6
T-money,【韓國自由行必備】T-money Card 交通卡(桃園機場取件),18161,27,36.54,1
T-money,【20% OFF｜贈送大創優惠券】韓國eSIMㅣSK Telecom 4G/LTE 高速數據無限流量+免費贈送通話+T-money,132542,12,15.28,2
T-money,【20% OFF｜贈送大創優惠券】韓國網卡｜韓國SKT 4G/LTE無限流量SIM卡+010電話號碼(韓國機場領取),7423,8,1.23,3
T-money,【20% OFF｜贈送大創優惠券】韓國網卡 | SKT原生無限4G LTE數據+可通話SIM卡 x WOWPASS 或 T-Money | 桃園機場領取,266821,6,4.49,4
T-money,【30% OFF｜贈送T-money】韓國網卡｜韓國原生KT 4G/LTE無限流量SIM卡+010電話號碼｜韓國機場領取,10332,2,11.5,5
T-money,【30% OFF｜贈送T-money】韓國eSIM | 韓國原生KT 4G/LTE無限流量eSIM+010電話號碼 | 韓國機場領取,535880,2,11.11,6
T-money,【韓國】WOWPASS｜具備換匯、付款、T-money交通卡功能的消費卡,149562,1,15.5,7
TTE線上旅展,法國聖米歇爾山一日遊｜自助遊覽・語音導覽・英語導遊｜巴黎出發,1207,54,0.0,1
TTE線上旅展,法國巴黎塞納河遊船 Bateaux Parisiens 船票,3323,3,0.0,2
TTE線上旅展,雪梨｜Captain Cook 賞鯨遊船,6632,2,0.0,3
Taipei,桃園國際機場接送服務｜接機含舉牌服務,1781,15,0.0,1
Taipei,桃園機場接送機服務｜全台各地市區專車接送,138845,14,7.5,2
Taipei,消失的法老 古夫金字塔 VR 沉浸體驗,549777,1,3.85,3
Taiwan esim,VOYE 台灣 eSIM ｜ 台灣無限數據 eSIM,538712,4,34.38,1
Taiwan esim,【5折優惠】台灣 每日流量/總量eSIM,162522,3,48.98,2
Taiwan esim,【9折優惠】台灣eSIM卡｜ 4G、5G 無限流量｜中華電信上網預付卡｜外籍人士專用（隨機贈送悠遊卡或一卡通）,163288,3,29.03,3
Teamlab,東京豐洲新型態美術館門票 teamLab Planets TOKYO,22396,159,51.44,1
Teamlab,日本福岡teamLab Forest 福岡門票 — SBI 證券｜立即確認,124596,12,10.57,2
Teamlab,大阪 長居植物園 teamLab Botanical Garden Osaka電子門票,136858,5,7.74,3
Tmoney,【韓國自由行必備】T-money Card 交通卡(桃園機場取件),18161,45,32.1,1
Tmoney,【20% OFF｜贈送大創優惠券】韓國eSIMㅣSK Telecom 4G/LTE 高速數據無限流量+免費贈送通話+T-money,132542,11,10.39,2
Tmoney,韓國 LG U+ SIM卡(含T-Money功能) + 語音通話｜韓國機場領取｜支援ChatGPT,20721,3,7.02,3
USJ,日本環球影城 VIP 體驗私人行程｜日本大阪,151948,548,22.69,1
USJ,日本環球影城門票 Universal Studios Japan,2247,297,43.7,2
USJ,日本環球影城門票 & 快速通關券 USJ,18618,129,54.68,3
USJ,日本環球影城門票｜優惠組合,574779,82,35.8,4
USJ,關西跨城單程專車接送/環球城港／京都／奈良／神戶中文司機、彈性行程、點對點直達,573190,44,50.0,5
USJ,關西機場特快 HARUKA 車票,18940,4,1.84,6
USJ,日本關西機場 (KIX) 至京都、大阪市區｜利木津巴士車票,4835,3,2.63,7
Usj,日本環球影城 VIP 體驗私人行程｜日本大阪,151948,309,16.95,1
Usj,日本環球影城門票 Universal Studios Japan,2247,250,56.74,2
Usj,日本環球影城門票 & 快速通關券 USJ,18618,80,60.07,3
Usj,日本環球影城門票｜優惠組合,574779,41,46.15,4
Usj,【專屬包車接送】大阪-環球城港/京都/奈良/神戶/名古屋/東京等地區單程接送,134740,7,0.0,5
Viettel,【5折】 越南eSIM Viettel 原生網路 5G高速每天5GB上網方案｜含富國島｜支援ChatGPT,249518,13,31.58,1
Viettel,越南 eSIM｜Vinaphone、Viettel、Mobifone 每日高速型、總量型,144515,5,48.08,2
Viettel,越南 eSIM ｜ Viettel 5G 純數據 eSIM ｜ 越南最快 5G 網速,530974,2,43.75,3
Vip,日本環球影城 VIP 體驗私人行程｜日本大阪,151948,378,88.89,1
Vip,日本環球影城門票 & 快速通關券 USJ,18618,23,10.91,2
Vip,日本環球影城門票 Universal Studios Japan,2247,17,9.8,3
Vip,新山一國際機場 VIP 快速入境通道服務 | 胡志明市 - 越南,267867,6,12.5,4
WOWPASS,【韓國自由行必備】T-money Card 交通卡(桃園機場取件),18161,59,49.11,1
WOWPASS,【20% OFF｜贈送大創優惠券】韓國網卡 | SKT原生無限4G LTE數據+可通話SIM卡 x WOWPASS 或 T-Money | 桃園機場領取,266821,3,12.22,2
WOWPASS,【韓國】WOWPASS｜具備換匯、付款、T-money交通卡功能的消費卡,149562,2,40.94,3
WOWPASS,[ITZY] KKday x WOWPASS 官方聯名卡 ｜台灣桃園/松山機場取件,530841,1,4.63,4
WOWPASS,[Stray Kids] KKday x WOWPASS 官方聯名卡 ｜台灣桃園/松山機場取件,530830,1,8.57,5
Wifi,【第2件32折】日本 WiFi 分享器租借｜台灣機場/門市取還｜4G/5G 吃到飽 DOCOMO/Softbank/KDDI 三電信,133224,5,27.59,1
Wifi,【超人氣熱銷 50% OFF】中港澳5G/4G eSIM｜每日流量/總量/無限流量 eSIM｜免翻牆使用｜支援ChatGPT,135627,3,4.48,2
Wifi,【限時 6 折優惠】日本 WiFi 機租借｜4G高速上網＋無限流量吃到飽｜台灣機場、門市領取、台灣寄送,141037,3,25.0,3
Wifi,KDDI 5G 高速原生日本eSIM｜支援ChatGPT,243815,2,5.13,4
Wifi,【55元起 飛速5G超快感】韓國eSIM雙網吃到飽網卡｜IG限動超順｜SKT+LG｜即買即用｜kkday獨家1-100天,155669,2,0.0,5
Wifi,【日本WiFi機租借】4G高速上網＋無限流量吃到飽（台灣本島宅配・免運費）,11157,2,52.63,6
Wifi機,【日本WiFi機租借】4G高速上網＋無限流量吃到飽（台灣本島宅配・免運費）,11157,38,53.33,1
Wifi機,【第2件32折】日本 WiFi 分享器租借｜台灣機場/門市取還｜4G/5G 吃到飽 DOCOMO/Softbank/KDDI 三電信,133224,16,46.15,2
Wifi機,【限時 6 折優惠】日本 WiFi 機租借｜4G高速上網＋無限流量吃到飽｜台灣機場、門市領取、台灣寄送,141037,5,30.43,3
Wifi機,印菲 WIFI 分享器租借｜印尼、菲律賓  5G上網 吃到飽 / 4G上網 每日高速3GB後降速｜台灣機場/門市取還,136521,5,100.0,4
Wow,【韓國自由行必備】T-money Card 交通卡(桃園機場取件),18161,46,47.73,1
Wow,【韓國】WOWPASS｜具備換匯、付款、T-money交通卡功能的消費卡,149562,7,68.82,2
Wow,[Stray Kids] KKday x WOWPASS 官方聯名卡 ｜台灣桃園/松山機場取件,530830,1,4.88,3
Wow,[ITZY] KKday x WOWPASS 官方聯名卡 ｜台灣桃園/松山機場取件,530841,1,6.45,4
Wow pass,【韓國自由行必備】T-money Card 交通卡(桃園機場取件),18161,17,65.63,1
Wow pass,【韓國】WOWPASS｜具備換匯、付款、T-money交通卡功能的消費卡,149562,1,50.0,2
Wow pass,[ITZY] KKday x WOWPASS 官方聯名卡 ｜台灣桃園/松山機場取件,530841,1,22.73,3
Wowpass,【韓國自由行必備】T-money Card 交通卡(桃園機場取件),18161,307,57.84,1
Wowpass,【韓國】WOWPASS｜具備換匯、付款、T-money交通卡功能的消費卡,149562,18,53.35,2
Wowpass,【20% OFF｜贈送大創優惠券】韓國網卡 | SKT原生無限4G LTE數據+可通話SIM卡 x WOWPASS 或 T-Money | 桃園機場領取,266821,16,10.02,3
Wowpass,[Stray Kids] KKday x WOWPASS 官方聯名卡 ｜台灣桃園/松山機場取件,530830,4,10.73,4
Wowpass,[ITZY] KKday x WOWPASS 官方聯名卡 ｜台灣桃園/松山機場取件,530841,3,11.68,5
Wowpass,[NMIXX] KKday x WOWPASS 官方聯名卡 ｜台灣桃園/松山機場取件,530846,3,11.82,6
Yacht,釜山遊艇體驗｜廣安里 海雲台 共乘遊艇｜Yacht Holic,134684,77,68.09,1
Yacht,釜山「Y HOLIC」青少年遊艇之旅,264977,34,37.5,2
Yacht,Yacht Tale：釜山遊艇之旅 | 韓國海雲台,146710,9,51.52,3
Yacht,釜山通行證 VISIT BUSAN PASS,138477,4,0.0,4
bts,2026 BTS WORLD TOUR 釜山演唱會往返接駁巴士（首爾出發）,572880,82,41.77,1
bts,【KKday獨家】BTS WORLD TOUR ARIRANG IN 釜山演唱會接駁巴士：首爾/釜山⇔場館往返、單程及演唱會後仁川機場送機（即時確認）,573175,38,60.12,2
bts,2026 BTS WORLD TOUR 釜山演唱會往返接駁巴士（釜山出發）,572881,13,26.97,3
bts,曼谷BTS一日券,141557,7,9.22,4
buffet,金鐘｜香港港麗酒店 Conrad Hong Kong｜咖啡園 Garden Café｜國際美食自助午餐,135619,19,66.67,1
buffet,【國旅卡適用】台北喜來登大飯店｜十二廚｜自助餐,34984,6,38.46,2
buffet,【國旅卡適用】台北老爺酒店｜Le Café 咖啡廳｜自助餐,34785,3,7.14,3
buffet,【國旅卡適用】台北六福萬怡酒店｜敘日全日餐廳｜自助餐,28828,2,8.0,4
buffet,【國旅卡適用】台北萬豪酒店餐券｜Garden Kitchen｜自助餐,115103,1,8.7,5
busan,釜山通行證 VISIT BUSAN PASS,138477,45,39.39,1
busan,韓國釜山汗蒸幕推薦｜新世界 SPA LAND 汗蒸幕入場券,12213,10,15.0,2
busan,韓國釜山｜海雲台藍線公園海岸列車・天空膠囊列車票,123012,5,21.28,3
busan,Yacht Tale：釜山遊艇之旅 | 韓國海雲台,146710,4,27.27,4
chiikawa,東京吉伊卡哇樂園 Chiikawa Park,564564,2,5.57,1
chiikawa,【KKday獨家】香港 Chiikawa Ramen Buta (吉伊卡哇) 拉麵｜預約證含飲品券｜預約即送香港限定角色卡｜旺角朗豪坊,527375,2,7.69,2
docomo,【50% OFF】日本 eSIM｜Docomo / KDDI / SoftBank / Rakuten｜支援ChatGPT 及 Gemini,137689,13,25.27,1
docomo,日本 5G eSIM｜本地 IP 原生線路｜Docomo/Softbank/KDDI 均可選｜支援全部 AI 應用 (ChatGPT/Gemini/Claude等),579625,13,62.5,2
docomo,【50% OFF】日本 eSIM 無限流量 Rakuten / KDDI / Docomo,121004,4,29.36,3
docomo,Docomo 原生4G 日本 eSIM ｜支援ChatGPT｜1-180天,163781,1,39.39,4
docomo,日本網卡｜Docomo/Softbank 原生5G/4G 5~60天 支援ChatGPT｜台灣/香港寄送,164056,1,20.0,5
e sim,【50% OFF】韓國 eSIM 全韓國通用｜5G/4G無限流量｜KT SKT 支援保證穩定｜支援ChatGPT,138273,5,12.0,1
e sim,【50% OFF】日本 eSIM 無限流量 Rakuten / KDDI / Docomo,121004,4,14.04,2
e sim,【50% OFF】日本 eSIM｜Docomo / KDDI / SoftBank / Rakuten｜支援ChatGPT 及 Gemini,137689,4,16.67,3
e sim,【超人氣熱銷 50% OFF】中港澳5G/4G eSIM｜每日流量/總量/無限流量 eSIM｜免翻牆使用｜支援ChatGPT,135627,3,5.88,4
e sim,【50% OFF】日本 eSIM｜SoftBank 5G 高速無限流量｜日本原生網路支援 ChatGPT 及 Gemini,149025,2,18.18,5
e sim,【飛速5G超快感 熱銷第一吃到飽】新馬泰越印尼 eSIM卡｜免實名 即買即用｜kkday獨家1-100天,154313,1,7.69,6
e-sim,【50% OFF】日本 eSIM 無限流量 Rakuten / KDDI / Docomo,121004,7,18.92,1
e-sim,KDDI 5G 高速原生日本eSIM｜支援ChatGPT,243815,6,17.86,2
e-sim,【55元起 飛速5G超快感】 港澳中國eSIM吃到飽｜免翻牆網卡｜即買即用｜KKday獨家1-100天,160292,4,20.0,3
e-sim,【50% OFF人氣熱銷】亞洲多國通用 5G eSIM｜中日韓新馬泰印越菲｜支援ChatGPT,135661,4,21.43,4
e-sim,【超人氣熱銷 50% OFF】中港澳5G/4G eSIM｜每日流量/總量/無限流量 eSIM｜免翻牆使用｜支援ChatGPT,135627,2,3.7,5
e-sim,【50% OFF】日本 eSIM｜Docomo / KDDI / SoftBank / Rakuten｜支援ChatGPT 及 Gemini,137689,2,29.41,6
eSIM,【50% OFF】日本 eSIM 無限流量 Rakuten / KDDI / Docomo,121004,21,27.31,1
eSIM,KDDI 5G 高速原生日本eSIM｜支援ChatGPT,243815,13,16.67,2
eSIM,【50% OFF】韓國 eSIM 全韓國通用｜5G/4G無限流量｜KT SKT 支援保證穩定｜支援ChatGPT,138273,13,10.38,3
eSIM,KDDI (au)日本 eSIM｜無限流量 5G 高速上網｜全球最傑出的網路體驗,530339,7,13.73,4
eSIM,美加墨三國／美國網卡 | T-Mobile 美國、加拿大、墨西哥三國通用／美國專用 上網＋通話eSIM,132803,7,0.0,5
eSIM,【50% OFF】日本 eSIM｜Docomo / KDDI / SoftBank / Rakuten｜支援ChatGPT 及 Gemini,137689,5,23.28,6
eSIM,【8折起】日本eSIM卡⎟無限流量不降速 Softbank原生電信資源 / KDDI 漫遊資源,146851,4,22.22,7
eSIM,【飛速5G超快感 熱銷第一吃到飽】新馬泰越印尼 eSIM卡｜免實名 即買即用｜kkday獨家1-100天,154313,3,2.5,8
eSIM,【超人氣熱銷 50% OFF】中國大陸 5G/4G eSIM｜三大電信任選・信號覆蓋最廣・免翻牆｜1–30天超多方案｜支援 ChatGPT,547059,2,5.88,9
eSIM,【超人氣熱銷 50% OFF】中港澳5G/4G eSIM｜每日流量/總量/無限流量 eSIM｜免翻牆使用｜支援ChatGPT,135627,1,10.53,10
esim,【超人氣熱銷 50% OFF】中港澳5G/4G eSIM｜每日流量/總量/無限流量 eSIM｜免翻牆使用｜支援ChatGPT,135627,1376,17.29,1
esim,【50% OFF】日本 eSIM 無限流量 Rakuten / KDDI / Docomo,121004,1360,13.94,2
esim,KDDI 5G 高速原生日本eSIM｜支援ChatGPT,243815,598,10.32,3
esim,【50% OFF】韓國 eSIM 全韓國通用｜5G/4G無限流量｜KT SKT 支援保證穩定｜支援ChatGPT,138273,425,17.57,4
esim,【超人氣熱銷 50% OFF】中國大陸 5G/4G eSIM｜三大電信任選・信號覆蓋最廣・免翻牆｜1–30天超多方案｜支援 ChatGPT,547059,338,11.93,5
esim,【50% OFF】日本 eSIM｜Docomo / KDDI / SoftBank / Rakuten｜支援ChatGPT 及 Gemini,137689,230,12.12,6
esim,【飛速5G超快感 熱銷第一吃到飽】新馬泰越印尼 eSIM卡｜免實名 即買即用｜kkday獨家1-100天,154313,204,8.25,7
esim,【50% OFF】日本 eSIM｜SoftBank 5G 高速無限流量｜日本原生網路支援 ChatGPT 及 Gemini,149025,166,11.64,8
esim,【50% OFF人氣熱銷】亞洲多國通用 5G eSIM｜中日韓新馬泰印越菲｜支援ChatGPT,135661,141,16.7,9
esim,KDDI (au)日本 eSIM｜無限流量 5G 高速上網｜全球最傑出的網路體驗,530339,126,18.82,10
esim 中國,【超人氣熱銷 50% OFF】中港澳5G/4G eSIM｜每日流量/總量/無限流量 eSIM｜免翻牆使用｜支援ChatGPT,135627,27,44.74,1
esim 中國,【超人氣熱銷 50% OFF】中國大陸 5G/4G eSIM｜三大電信任選・信號覆蓋最廣・免翻牆｜1–30天超多方案｜支援 ChatGPT,547059,10,35.44,2
