query,is_destination,search_pv,top1_prod_nm,top1_prod_mid,top1_profit,top1_ctr,top2_prod_nm,top2_prod_mid,top2_profit,top2_ctr
岩盤,False,283,福湯岩盤浴 新竹湳雅館,119325,5,53.33,,,,
摩天輪,False,283,橫濱空中纜車門票Yokohama Air Cabin＆橫濱大摩天輪Cosmo Clock 21（電子票）,124708,4,5.13,日本橫濱太空世界 Cosmo World大摩天輪 COSMO CLOCK 21 電子門票,124688,1,11.11
711,False,282,即買即用｜7-ELEVEN 數位商品禮券｜統一集團通用,133559,24,55.32,,,,
美泉宮,False,279,奧地利維也納 | 美景宮 Belvedere Palace 門票,150764,12,27.12,奧地利維也納通行證 Vienna Pass & 彈性通行證 Vienna Flexi Pass,6825,5,19.35
迪士尼探險號,False,276,迪士尼遊輪探險號｜3/4 晚｜新加坡出發｜KKday 獨家保留房,262755,588,32.73,,,,
潮境,False,276,基隆潮境智能海洋館門票,127033,46,55.07,澎湖潮境 TideLand 特色海鮮餐廳｜無菜單料理＆季節海鮮套餐,135592,20,54.55
枚方,False,275,大阪枚方公園預售票｜立即確認,267933,12,63.64,京阪電車一日券,18573,3,24.44
壽山,False,275,高雄壽山動物園門票,102038,7,69.35,,,,
板門店,False,274,DMZ 非軍事區之旅｜共同警備區博物館、都羅展望台、第三隧道｜首爾出發,144143,15,43.86,,,,
skyl,False,274,【機場市區交通】京成 Skyliner（單程）,7913,5,82.14,,,,
AREX,False,271,【교통패스】 한국 공항철도 AREX 편도 티켓,2878,39,81.1,,,,
品川水族館,True,271,東京品川水族館門票 Maxell Aqua Park Shinagawa,18689,38,71.07,日本東京｜品川水族館 門票,574789,2,39.81
Yacht holic,False,270,釜山遊艇體驗｜廣安里 海雲台 共乘遊艇｜Yacht Holic,134684,167,91.79,,,,
vr,False,270,消失的法老 古夫金字塔 VR 沉浸體驗,549777,12,36.17,奇美博物館｜消失的法老 VR 沉浸探險,572923,3,5.71
河口湖纜車,False,270,【1人成團｜贈送纜車體驗】富士山打卡一日遊｜河口湖天上山公園纜車＋忍野八海＋羅森便利店＋淺間公園 (東京出發),150665,43,16.95,富士山｜景點套票（周遊巴士 2 日＋天晴號＋全景纜車）,574500,1,21.43
滑車,False,268,釜山斜坡滑車門票,152412,39,66.67,新加坡聖淘沙 Skyline luge 斜坡滑車＆空中吊椅體驗,17924,3,32.26
老虎園,False,268,泰國芭達雅老虎園門票,132684,37,89.29,,,,
touch five,False,268,弘大音樂劇《TOUCH FIVE》演出 |最性感男士秀門票（僅限女性）,266953,74,56.92,,,,
尚,False,266,苗栗尚順育樂世界門票,27174,35,0.0,,,,
bohol,False,266,菲律賓 | 薄荷島鄉村一日遊：巧克力山，眼鏡猴和羅伯克河,20007,76,23.08,,,,
士林,False,265,臺北市立兒童新樂園門票,34133,1,0.0,,,,
古生物,False,265,彰化古生物奇幻樂園門票,146414,54,78.7,,,,
木柵動物園,True,265,台北市立木柵動物園門票,37596,6,67.21,,,,
奧斯丁,False,264,高雄｜奧斯丁夢想樂園草衙 SKM PARK 店門票｜即買即用,262364,2,50.0,,,,
觀霧,False,263,新竹｜雪霸觀霧森林一日遊｜台北桃園新竹出發,9916,9,48.28,,,,
華山,True,263,蜷川實花展 with EiM：彼岸之光，此岸之影,538490,2,36.36,,,,
南海電車,False,262,大阪關西機場 KIX 南海電鐵機場快線 Rapi:t 電子車票,19691,20,74.77,,,,
skylin,False,260,【機場市區交通】京成 Skyliner（單程）,7913,6,67.74,,,,
櫻桃小丸子,False,258,櫻桃小丸子原作 40 週年特展,580003,17,71.31,,,,
賞螢,False,258,宜蘭頭城｜頭城農場｜農村生態導覽 & 螢火蟲秘境探訪,115829,3,38.0,,,,
八里,False,258,新北八里｜卡滋爆米花觀光工廠｜門票．套票,104312,2,15.63,,,,
Churasun,False,256,Churasun 6 沖繩 ( ちゅらさん 6 ) 表演觀賞門票預約 ( 沖繩 那霸・表演 ),181495,194,84.4,,,,
永生,False,256,埃及木乃伊-永生傳說,579724,2,75.0,,,,
尼加拉,False,255,尼加拉瀑布一日遊 | 可選普通話語音導覽｜紐約,129231,116,0.0,,,,
東武,False,254,東武鐵道日光周遊券 Nikko Pass,10618,7,34.21,東武世界廣場門票（主題樂園，栃木縣日光市）｜官方販售,143153,4,0.0
老爺,False,253,【國旅卡適用】台北老爺酒店｜Le Café 咖啡廳｜自助餐,34785,4,21.62,,,,
內洞,False,252,新北烏來內洞國家森林遊樂區門票,100475,1,42.86,,,,
木育森林,False,252,Wooderful life木育森林DIY課程體驗｜門市限定活動,116679,6,71.11,,,,
sk,False,252,釜山通行證 VISIT BUSAN PASS,138477,2,0.0,,,,
林口,False,252,新北林口三井｜湯姆貝貝親子樂園門票,266810,4,6.12,桃園住宿｜總裁行館平日住宿券＆3 小時休憩券,122835,2,13.16
甲子園,False,251,日本兵庫｜甲子園歷史館入館券（可加購阪神虎比賽門票）,187357,5,71.28,KidZania 甲子園門票,279410,1,14.63
天橋立纜車,False,250,日本三景京都天橋立一日遊｜天橋立觀景台・智恩寺・伊根舟屋・伊根灣遊船｜可選含纜車與遊船票方案｜贈每人蝦條｜大阪/京都出發,145830,53,9.76,【一人成行京都出發】京都秘境一日遊｜美山合掌村、天橋立、伊根舟屋｜（將滿額請儘早訂購）,162588,16,16.22
中壢,False,249,桃園/中壢 i hotel 電競旅館｜休息券,122466,2,13.89,,,,
fun tour,False,248,Fun Tour 九州巴士輕鬆遊｜雷山千如寺、 柳川、太宰府、竈門神社｜語音導覽服務,538560,11,39.29,,,,
花火大会,False,247,熱海花火大會＆鎌倉一日遊&箱根一日遊（可選乘船觀賞）｜東京新宿出發,163325,20,21.57,,,,
澀谷s,False,247,澀谷SHIBUYA SKY展望台門票,133300,5,87.76,東京地鐵三日券/二日券/一日券 Tokyo Subway Ticket,5989,2,0.0
夏慕尼,False,246,台灣｜王品集團電子即享券｜王品牛排．陶板屋．西堤牛排．夏慕尼．Oh my!原燒．藝奇．聚．品田牧場,134810,2,85.22,,,,
快通,False,245,日本環球影城門票 & 快速通關券 USJ,18618,15,75.93,,,,
新馬,False,243,【飛速5G超快感 熱銷第一吃到飽】新馬泰越印尼 eSIM卡｜免實名 即買即用｜kkday獨家1-100天,154313,25,45.1,,,,
美加,False,242,美加墨網卡｜美國、加拿大、墨西哥 每日高速型 / 總量型 eSIM,146723,6,33.33,美加墨三國／美國網卡 | T-Mobile 美國、加拿大、墨西哥三國通用／美國專用 上網＋通話eSIM,132803,3,24.24
墨田,False,242,日本東京晴空塔墨田水族館門票,149602,35,76.67,東京晴空塔門票,10759,7,14.29
法老王,False,241,奇美博物館特展門票｜大英博物館《埃及之王：法老》,535777,57,69.09,,,,
大鵬灣,False,241,【微笑南灣】屏東 | 大鵬灣遊艇遊湖體驗＆烤鮮蚵,120042,20,45.12,屏東大鵬灣｜經典遊艇遊湖｜無限量烤蚵｜王船文化館獨家超值套票｜恆春最夯獅子住裡面｜仁鵬遊湖【保證出團】,140433,6,36.36
桃機,False,241,桃園機場接送機服務｜全台各地市區專車接送,138845,3,50.0,,,,
天燈,False,241,新北平溪｜平溪天燈體驗券,161551,25,25.0,,,,
暹羅古城,False,241,泰國曼谷三頭象神博物館＆暹羅古城 76 府套票,11875,127,65.85,泰國｜大城府動物園和寺廟一日遊（含午餐）：Sriayuthaya 獅子園、瑪哈泰寺和船麵午餐,160428,6,4.41
ais,False,240,泰國eSIM卡｜5G 7天15GB/10天30GB高速總量無限｜AIS電信(需實名登錄）,156018,3,44.83,,,,
eSim,False,240,【50% OFF人氣熱銷】亞洲多國通用 5G eSIM｜中日韓新馬泰印越菲｜支援ChatGPT,135661,2,28.57,,,,
日韓,False,239,【50% OFF人氣熱銷】亞洲多國通用 5G eSIM｜中日韓新馬泰印越菲｜支援ChatGPT,135661,3,16.67,亞洲多國eSIM｜5G網路 1~30日｜中日韓新馬泰越等國｜支援ChatGPT/Gemini/TikTok,533629,3,100.0
野森動物,False,239,高雄野森動物學校門票,570724,27,79.59,,,,
萬豪,False,239,【國旅卡適用】台北萬豪酒店餐券｜Garden Kitchen｜自助餐,115103,20,36.36,,,,
三隻小豬,False,239,嘉義 |三隻小豬觀光農場門票,116083,11,80.99,,,,
袖珍,False,238,台北袖珍博物館門票．聯票,30573,19,73.58,台北國立臺灣博物館門票．聯票,35634,2,9.09
阪神,False,237,阪神電鐵一日券,23849,2,39.39,,,,
NEX,False,237,成田特快N'EX來回車票｜成田機場 (NRT) 往返東京、新宿、橫濱,529712,42,71.25,KDDI 5G 高速原生日本eSIM｜支援ChatGPT,243815,5,1.32
小人,False,237,小人國主題樂園門票,27980,27,94.74,,,,
海釣,False,237,碧砂漁港夜釣趣｜新手海釣體驗&海鮮米粉湯自助吧餐點 ｜晉龍號｜指定方案賞蹦火船,121545,15,18.42,基隆碧砂漁港｜海上夜釣體驗＆船家料理｜華倫號,116057,12,38.78
Big5,False,237,釜山通行證 VISIT BUSAN PASS,138477,56,85.71,,,,
甜滿,False,236,台北伴手禮｜甜滿 L'ATELIER LOTUS 牛軋糖餅乾｜免排隊台灣配送,119529,36,77.94,,,,
夏都,False,235,夏都沙灘酒店,303741,6,76.84,,,,
東方,False,234,臺灣桃園機場貴賓室 | 第二航廈 | 東方宇逸貴賓室,35197,18,66.67,,,,
日月潭船,False,233,【比現場買還划算】日月潭遊湖船票一日券,4018,6,42.11,,,,
club d,False,232,釜山海雲台  | Club D Oasis（LCT Hot Spring Spa & Infinity Pool）門票,158792,33,58.14,,,,
大膽島,False,232,登大膽島・巡二膽・越界｜繞檳榔嶼，過獅嶼，穿金門大橋｜台灣觀巴接駁,184407,19,52.87,勇闖金門大膽島｜專車接駁・無線導覽體驗｜秘境軍事島嶼探險,184891,19,53.73
星夢,False,232,宜蘭星夢森林劇場門票,125832,39,84.29,,,,
蘭陽動,False,231,宜蘭蘭陽動植物王国門票,173190,18,75.68,,,,
日豪客運,False,230,機場巴士接送｜1250 路線｜日豪客運｜桃園機場（TPE）- 新竹轉運站,267863,17,76.69,,,,
環亞,False,230,台灣桃園國際機場 (TPE) 環亞機場貴賓室Plaza Premium Lounge ｜貴賓室服務,116925,7,55.77,,,,
TTE,False,229,沖繩北部人氣景點一日遊｜美麗海水族館・古宇利島・萬座毛（那霸出發／可選9人小團）,23100,7,0.0,DMZ 非軍事區之旅｜共同警備區博物館、都羅展望台、第三隧道｜首爾出發,144143,2,0.0
cebu,False,229,菲律賓 | 宿霧一日遊：歐斯陸鯨鯊與 Tumalog 瀑布,18479,9,12.5,,,,
星悅,False,229,【 北九州・早鳥搶先開賣 】星悅航空・桃園出發｜福岡北九州 4天 & 5天 計劃機票｜自選超值方案＆加贈好禮,133450,106,86.25,,,,
波隆那,False,229,波隆那世界插畫大獎展,581686,3,84.75,,,,
玉,False,228,沖繩世界文化王國玉泉洞門票,178749,2,100.0,,,,
Sydney,False,226,【保證出發】雪梨近郊一日遊 | 藍山＆費瑟戴爾野生動物園 | 市區接送,142527,43,0.0,,,,
梵谷,False,226,荷蘭 |梵谷博物館【當天加急門票】或國立博物館-持證人工解說員-博物館【深度解說】中文/英文/客製化,554460,10,42.86,荷蘭阿姆斯特丹梵谷博物館門票,19721,3,62.75
昂,False,226,香港昂坪360纜車門票,4360,3,92.31,,,,
石碇,False,226,【2026 跨年推薦】石碇一日遊 | 石碇許家麵線＆萌萌森林物語＆千島湖＆八卦茶園 & 深坑老街| 台北出發｜2026 台北最 HIGH 新年城,1772,21,38.24,新北石碇許家麵線｜流水麵、手作麵線・蔥油餅 DIY 體驗｜新北親子景點,28515,16,40.45
金廈,False,225,金廈小三通｜台灣機票＆機場碼頭接駁＆小三通船票｜台北/台中/高雄出發,143059,327,54.84,金門金廈小三通船票套票・自由行套裝行程,150769,48,32.14
鐵道博物館,True,224,台北國立臺灣博物館鐵道部園區門票,144207,1,32.35,,,,
布袋,False,224,嘉義布袋 - 澎湖船票｜澎湖自由行｜持憑證享南海燒烤優惠,101123,47,35.56,,,,
上葡京,False,223,【澳門超值推介】上葡京餐飲MOP100代金券｜可購買多張同時使用,553855,10,37.1,,,,
Wild wild,False,223,韓國猛男秀Wild Wild門票,119270,54,93.33,,,,
雪霸,False,223,新竹｜雪霸觀霧森林 ＆ 觀霧櫻王 ＆ 野馬瞰山步道 ＆ 張學良故居一日遊｜台北＆桃園＆新竹＆台中出發,127524,31,6.9,新竹｜雪霸觀霧森林一日遊｜台北桃園新竹出發,9916,20,23.61
紅磨坊,False,222,法國巴黎 | 塞納河遊船＆紅磨坊歌舞秀套票,8392,229,40.74,,,,
五稜郭,False,221,日本．北海道｜五稜郭塔展望台 GORYOKAKU TOWER 門票,35815,31,68.57,,,,
x,False,221,桃園Xpark水族館門票,101517,2,66.67,,,,
Thai,False,221,【飛速5G超快感 熱銷第一吃到飽】新馬泰越印尼 eSIM卡｜免實名 即買即用｜kkday獨家1-100天,154313,2,0.0,,,,
aic,False,220,AIC eSIM卡 Android手機也能擁有eSIM功能｜不含eSIM上網商品｜桃園機場領取,576996,4,60.0,,,,
Diy,False,220,【手作體驗】台北｜土耳其馬賽克燈DIY｜贈全台獨家土耳其傳統服飾換裝｜網紅圖佳推薦｜1人成行,137363,14,5.88,,,,
回巢,False,220,宜蘭回巢 Homing 門票｜荒野沙漠農場,127332,23,83.95,,,,
沖縄,False,219,沖繩北部人氣景點一日遊｜美麗海水族館・古宇利島・萬座毛（那霸出發／可選9人小團）,23100,33,16.67,,,,
海洋迪士尼,False,219,東京迪士尼樂園 & 東京迪士尼海洋門票,19252,1,76.77,,,,
真理寺,False,218,泰國芭達雅真理寺門票 Sanctuary of Truth,7313,90,63.64,,,,
Junglia,False,218,日本沖繩｜叢麗亞樂園門票 JUNGLIA OKINAWA,265423,83,91.84,沖繩美麗海水族館門票,18680,6,6.67
幻覺,False,218,台中幻覺博物館門票,102011,5,92.86,,,,
皇后鎮纜車,False,217,紐西蘭皇后鎮天空纜車門票＆滑車體驗,22450,152,79.49,,,,
Snoopy,False,216,東京史努比博物館門票,251519,4,70.59,,,,
skyli,False,216,【機場市區交通】京成 Skyliner（單程）,7913,8,88.37,,,,
新竹動物園,True,215,新竹市立動物園門票,128176,6,89.8,,,,
OMAKASE,False,215,【KKday獨家優惠】鮨岸｜尖沙咀高質Omakase｜飛機空運直送新鮮漁獲｜正宗的江戶前壽司｜廚師發辦｜買一送一,250123,10,25.93,,,,
冬山河,False,215,宜蘭冬山河生態綠舟｜水上自行車體驗,127505,22,34.29,,,,
斧山,False,215,釜山全攻略一日遊｜海雲台藍線公園 (天空膠囊 & 海岸列車)・甘川文化村・豪華遊艇・白淺海岸村・海東龍宮寺 & More (釜山出發),11186,34,23.94,,,,
象島,False,213,象島：搭乘大船遊覽 3 或 4 個島嶼浮潛和海灘 | 泰國,185346,20,13.33,,,,
台湾电话卡,False,213,台灣網卡｜台灣大哥大4G 無限流量上網電話卡加贈通話費｜台灣機場取件,34084,2,50.0,,,,
貓空纜車,False,213,台北貓空纜車車票,115080,10,53.54,,,,
喀比,False,213,泰國｜Khlong Nam Sai 喀比獨木舟,146520,7,16.0,,,,
百老匯,False,212,與茱麗葉百老匯音樂劇門票 | 紐約,526471,29,7.14,紐約百老匯音樂劇 | 麥可·傑克森 MJ 門票,127947,13,14.29
琵琶湖煙火,False,212,保證座位！璀璨煙火倒映在湖上！琵琶湖大煙火大會【梅田、難波、京都出發】,173327,165,32.1,琵琶湖大煙火2026｜近江牛便當｜京阪神出發,285534,39,48.54
宜蘭太平山,True,211,【2人成團】宜蘭｜太平山一日遊｜太平山莊＆蹦蹦車｜見晴懷古步道＆鳩之澤溫泉 ＆三星蔥油餅｜台北宜蘭出發｜中英服務｜保證小車出行,133921,121,39.76,太平山二日遊｜太平山國家森林遊樂區 ＆ 鳩之澤 ＆ 太平山莊住宿一晚,116047,90,48.21
team,False,211,日本福岡teamLab Forest 福岡門票 — SBI 證券｜立即確認,124596,2,40.0,,,,
沖繩世界文化王國,True,211,沖繩南部一日遊｜知念岬＆玉泉洞＆系滿魚市場&瀨長島&奥特莱斯｜那霸市區出發,285410,10,14.29,沖繩世界文化王國玉泉洞門票,178749,1,13.68
名花之里,False,210,「包車遊」長島三井Outlet & 名花之里 一日包車服務｜名古屋出發,572867,65,2.78,【KKday獨家販售】日本名古屋往返一日遊｜長島三井Oulet Park &長島溫泉&名花之里燈海 （6人成團）,156807,42,45.45
小豆,False,209,小豆島經典一日遊｜小豆島橄欖公園＆寒霞溪＆二十四隻眼睛電影村＆小豆島大觀音,182965,21,8.33,,,,
薰衣草森林,False,209,台中薰衣草森林門票,101859,3,39.29,,,,
TEAMLAB,False,209,東京豐洲新型態美術館門票 teamLab Planets TOKYO,22396,20,25.0,,,,
豪華,False,207,豪華版關西樂享周遊券（可選日本環球影城1日券）,528208,12,70.59,,,,
古芝,False,207,越南｜胡志明市古芝隧道和湄公河三角洲豪華一日遊 | 胡志明市出發,137119,10,35.48,,,,
KT,False,207,【20% OFF｜贈送大創優惠券】韓國eSIMㅣSK Telecom 4G/LTE 高速數據無限流量+免費贈送通話+T-money,132542,3,0.0,【30% OFF｜贈送T-money】韓國網卡｜韓國原生KT 4G/LTE無限流量SIM卡+010電話號碼｜韓國機場領取,10332,3,50.0
比叡山,False,206,滋賀 琵琶湖一日遊｜MIHO藝術館、舊竹林院or比叡山日吉大社、琵琶湖白須神社（大阪京都出發）,151968,63,9.09,,,,
百宴,False,206,台北凱達大飯店｜百宴自助餐廳｜自助餐,23787,5,65.38,,,,
vodafone,False,205,【60% OFF】歐洲網卡｜Vodafone 歐洲多國上網SIM卡｜台港澳寄送、機場領取,6051,7,40.0,【優惠 5折】歐洲 42 國eSIM Vodafone / Orange / Telefonica O2 / EE,120977,3,35.42
敘宴,False,204,【中國上海】敘宴｜中國古代唐朝沉浸式宮廷盛宴,522115,363,75.0,【深圳打卡好去處】敘宴（深圳店）｜中國古代唐朝沉浸式宮廷盛宴,525198,46,15.52
內門,False,204,高雄野森動物學校門票,570724,1,66.67,,,,
任天堂,False,204,日本環球影城門票 Universal Studios Japan,2247,99,23.08,日本環球影城門票 & 快速通關券 USJ,18618,35,28.81
西花,False,202,首爾景福宮韓服租借體驗｜西花韓服,11731,110,83.33,,,,
自然圈,False,202,苗栗露營 | 自然圈免裝備露營｜一泊二食&包圈專案,121950,24,69.88,自然圈農場套票｜花露農場聯票｜波感溫室觀展｜手作體驗,561699,2,20.83
南山,True,202,韓國首爾｜南山 N 首爾塔 N Seoul Tower 展望台電子門票,2768,2,66.67,,,,
XPARK,False,202,桃園Xpark水族館門票,101517,11,71.19,,,,
outlet,False,202,【外國遊客專屬福利】首爾至驍州名牌折扣店接駁巴士,569434,1,20.0,,,,
福森號,False,201,阿里山福森號觀光列車套票｜車票＆中文導覽＆特色餐點,266366,75,83.72,,,,
函,False,201,日本北海道｜函館特級套票｜立即確認,135031,1,16.67,,,,
花莲,False,200,花蓮賞鯨半日遊,1875,24,41.3,花蓮瑞穗｜秀姑巒溪泛舟體驗｜可加購花蓮市區接駁,29087,19,16.67
斜坡,False,200,釜山斜坡滑車門票,152412,37,31.03,,,,
實體卡,False,198,【超人氣熱銷 50% OFF】中港澳5G/4G eSIM｜每日流量/總量/無限流量 eSIM｜免翻牆使用｜支援ChatGPT,135627,6,14.29,,,,
阿里山日出,False,198,嘉義｜阿里山兩天一夜｜奮起湖＆祝山線日出＆住宿一晚,5310,34,29.41,嘉義阿里山國家森林遊樂區門票｜台灣籍限定,100459,5,10.64
佩尼達島,False,197,西努沙佩尼達一日遊 & 浮潛 3 個地點,572922,16,2.94,,,,
三重,False,197,日本關西近鐵電車周遊券｜KINTETSU RAIL PASS 1日・2日・5日・5日PLUS版通票,18572,3,8.7,,,,
敘日,False,197,【國旅卡適用】台北六福萬怡酒店｜敘日全日餐廳｜自助餐,28828,50,77.46,,,,
京成電鐵,False,196,【機場市區交通】京成 Skyliner（單程）,7913,36,72.0,,,,
八景島,False,194,日本橫濱八景島海島樂園 Yokohama Hakkeijima Sea Paradise 4大水族館門票遊樂設施入場券,24822,28,75.64,,,,
合掌村一日,False,194,【1人成團】日本白川鄉合掌村一日遊｜可選直達展望台＋飛驒高山老街巡禮｜名古屋出發,526215,29,40.0,,,,
黑川,False,194,富士屋旅館,212802,2,100.0,,,,
三義,False,194,苗栗卓也小屋門票,22778,2,20.69,,,,
廣安里,False,194,【釜山遊艇最划算 | Yachtda】豪華遊艇之旅 | 廣安大橋夜景 & 煙火 & 拍立得照片,534126,5,42.86,,,,
慕田峪,False,194,北京 | 慕田峪長城・頤和園一日遊 | 景區專線+贈擺渡+深度講解+一天打卡2大精華景點 | 專屬景區餐廳85折扣,561757,28,29.85,北京 | 慕田峪長城一日遊 | 景區專線+贈送擺渡+中/英文導遊講解【XR超感體驗可選】| 專屬景區餐廳85折扣,561982,12,21.21
天燈節,False,194,2026 清邁 CAD 文化藝術中心天燈節｜泰國,132387,99,55.22,清邁 2026 CAD Khom Loy 天燈節 |泰國,572964,52,60.0
艾菲爾鐵塔,False,193,巴黎艾菲爾鐵塔預約入場門票,18865,53,62.3,法國巴黎塞納河遊船 Bateaux Parisiens 船票,3323,23,13.04
豐food,False,193,大直典華｜豐FOOD海陸百匯｜捷運劍南路站,129514,11,76.36,,,,
JUNGLIA OKINAWA,False,193,日本沖繩｜叢麗亞樂園門票 JUNGLIA OKINAWA,265423,27,41.79,,,,
京阪電車,False,192,京阪電車一日券,18573,10,75.68,,,,
西武獅,False,192,日本職棒套票｜埼玉西武獅主場賽事門票｜電子票券,23684,20,91.84,,,,
漫遊,False,192,【8折起】日本eSIM卡⎟無限流量不降速 Softbank原生電信資源 / KDDI 漫遊資源,146851,1,11.54,,,,
花蓮海洋公園,True,192,花蓮遠雄海洋公園門票,107922,7,55.88,,,,
奇幻島,False,191,追風奇幻島門票,569514,7,81.25,,,,
真航空,False,191,真航空・台中出發｜首爾＆釜山 計畫機票＋自選超值方案｜1～4人成行．含行李,157024,303,54.22,真航空・桃園出發｜首爾/釜山/濟州 計畫機票｜1人成行・含行李,146962,14,32.14
wild wild,False,191,韓國猛男秀Wild Wild門票,119270,84,74.14,,,,
藍皮解憂,False,190,藍皮解憂號觀光列車套票｜車票＆中文導覽＆特色餐點,24011,53,72.22,,,,
黑風洞,False,189,黑風洞、皇家雪蘭莪和瓜勒帕克半日遊（含飯店接送）吉隆坡,145503,14,34.29,馬來西亞吉隆坡出發，黑風洞及鄉村半日遊（含接送服務）,135001,3,45.65
環球影城 vip,False,189,日本環球影城 VIP 體驗私人行程｜日本大阪,151948,943,70.0,日本環球影城門票 & 快速通關券 USJ,18618,10,37.11
日韓電話卡,False,189,【50% OFF】日韓5G上網卡｜日本、韓國 每日流量／無限流量任選｜支援ChatGPT｜台灣、香港、中國寄送,142289,4,50.0,,,,
南方莊園,False,189,桃園溫泉｜南方莊園渡假飯店｜一日泡湯・SPA水療・親子休閒體驗,100174,20,66.67,,,,
維多利亞,False,189,香港｜維多利亞港晚間航遊、「幻彩詠香江」航遊｜「張保仔」號 Aqua Luna,22886,9,33.33,香港太平山頂纜車門票｜凌霄閣摩天台428入場門票,100640,2,4.35
皿,False,189,九州皿倉山纜車一日遊｜關門大橋&唐戶市場&元乃隅神社&皿倉山纜車（福岡出發）,180965,13,88.89,,,,
藝人韓服,False,187,首爾｜景福宮藝人韓服韓服租借,142515,103,92.78,,,,
x the sky,False,186,釜山 X the Sky 展望台門票,105514,37,62.16,釜山通行證 VISIT BUSAN PASS,138477,23,13.33
美麗華,False,186,台北大直｜美麗華百樂園摩天輪門票,26672,33,60.71,,,,
macau,False,186,【澳門】澳門上葡京酒店｜「自助山」餐廳自助餐｜自助晚餐現場即煮海鮮,137686,8,8.33,【超人氣熱銷 50% OFF】中港澳5G/4G eSIM｜每日流量/總量/無限流量 eSIM｜免翻牆使用｜支援ChatGPT,135627,1,0.0
歐樂,False,186,歐樂沃築夢城堡門票,573825,17,93.1,,,,
北海坑道,False,186,【馬祖藍眼淚】馬祖南竿 | 北海坑道搖櫓船 | 夢幻秘境體驗,118424,22,72.73,,,,
鳳梨園,False,186,日本沖繩名護鳳梨園門票（Nago Pineapple Park）,538568,25,80.33,,,,
台北動物園,True,185,台北市立木柵動物園門票,37596,5,64.04,,,,
春不荖,False,185,台中春不荖足湯按摩體驗｜贈專屬好禮,284193,17,77.63,,,,
函館纜車,False,184,函館山纜車車票（北海道函館）,548082,3,82.86,,,,
夜間,False,182,新加坡夜間野生動物園門票｜萬態野生動物世界,100158,33,70.0,,,,
時光之翼,False,182,新加坡 | 聖淘沙時光之翼煙火交響曲（Wings of Time）門票,19491,68,63.11,,,,
海洋世界,False,182,日本神戶｜神戶須磨海洋世界門票,273635,2,8.7,,,,
鯊魚,False,182,臺北市展覽｜Baby Shark 守護海洋大冒險,573722,10,86.84,,,,
taiwan pass,False,181,Taiwan PASS 台鐵版｜台鐵＋捷運,284326,5,43.75,,,,
Club d,False,181,釜山海雲台  | Club D Oasis（LCT Hot Spring Spa & Infinity Pool）門票,158792,55,95.45,,,,
環球影,False,180,日本環球影城門票 & 快速通關券 USJ,18618,11,54.55,,,,
義大遊樂,False,179,高雄義大遊樂世界門票,8700,18,68.0,,,,
松島海上纜車,False,179,韓國釜山｜松島海上纜車來回門票,19674,10,85.94,,,,
克拉科夫,False,179,免排隊門票和維利奇卡鹽礦導覽遊,169873,8,26.32,,,,
樂桃,False,178,樂桃航空・桃園出發｜日本東京5天計劃機票＋自選超值方案｜含行李・早去晚回,137109,122,42.86,,,,
花露,False,178,苗栗花露農場門票,114126,36,85.0,,,,
五合目,False,177,【1人成團】富士山經典一日遊｜富士山五合目・河口湖・忍野八海・御殿場Outlet｜可升級獨家A5頂級黑毛和牛「神戶牛」（東京出發）,148912,38,24.32,【富士山網紅打卡一日遊】富士山五合目、河口湖、富士本町通、忍野八海（東京出發）,185032,27,20.0
sim 卡,False,176,【優惠7折】日本SIM卡｜台灣、香港寄送｜每日、總量、無限流量吃到飽,126982,3,33.33,【50% OFF】日本 eSIM 無限流量 Rakuten / KDDI / Docomo,121004,1,10.53
椰子船,False,176,椰林竹籃船體驗 - 安太太的椰子船,575125,1,56.52,,,,
Coex,False,176,SEA LIFE COEX 首爾水族館門票,14947,50,89.8,,,,
東大門,False,176,韓國仁川機場  - 首爾市區  K-LIMOUSINE 機場巴士客運乘車券,4052,3,4.55,,,,
London pass,False,175,【一卡暢遊倫敦景點】倫敦通行證 London Pass,5019,509,82.72,,,,
立槳,False,175,新北瑞芳象鼻岩 SUP 立槳體驗｜贈送紀念照片實錄,12352,20,25.0,,,,
巨濟,False,175,【釜山出發】島嶼之旅｜巨濟島/統營隱秘度假島一日遊,143877,44,52.27,,,,
河内藤園,False,174,北九州文化美食一日遊｜門司港＆唐戸海鮮市場・小倉城・宮地岳神社/河內藤園/奧特萊斯｜博多站出發,174689,9,21.95,保證出發：福岡出發一日遊，帶您遊覽風景如畫的河內紫藤花園、門司湖復古風情以及北九州奧特萊斯購物中心,267546,1,34.78
巧克力,False,174,桃園 77 巧克力共和國門票,123459,7,53.33,,,,
鴨子船,False,173,新加坡 | 正宗 Ducktours 水陸兩棲DUCKtour鴨子船旅票,102371,94,60.22,,,,
四季彩之丘,False,173,北海道一日遊｜旭山動物園・精靈露台・四季彩之丘 或 青池＋白須瀑布｜含旭山動物園門票、贈送冷飲或熱飲（札幌出發）,135996,13,27.78,,,,
素食,False,172,【國旅卡適用】台北 台中｜春天素食｜蔬食饗宴吃到飽,23862,1,22.73,,,,
夜宿,False,172,夜宿屏東海生館體驗｜標準行程・季節套裝行程,1894,63,66.67,,,,
蟹座,False,172,北海道大通公園地區 | 札幌蟹座自助餐（無限量螃蟹）|僅座位預訂,538916,5,61.76,,,,
